KODE PUSK.,NAMA PUSKESMAS,JENIS PUSKESMAS,latitude,longitude
P3209011201,PASALEMAN,2,-6.9228238,108.7274276
P3209020201,CILEDUG,2,-6.9075352,108.7490419
P3209021201,PABUARAN,2,-6.896941300000001,108.7230799
P3209030101,LOSARI,1,-6.8397801,108.7883125
P3209030202,ASTANALANGGAR,2,-6.8540385,108.8049722
P3209031201,TERSANA,2,-6.8499408,108.7576337
P3209031202,KALIBUNTU,2,-6.8751038,108.7809476
P3209040201,BABAKAN,2,-6.8711484,108.7219678
P3209040202,GEMBONGAN,2,-6.8629819,108.708348
P3209041201,GEBANG,2,-6.8222688,108.7345694
P3209050201,KARANG SEMBUNG,2,-6.8545522,108.6454564
P3209051201,KUBANGDELEG,2,-6.863887999999999,108.6438041
P3209060101,SINDANG LAUT,1,-6.8298561,108.6258858
P3209061201,SUSUKAN LEBAK,2,-6.865867600000001,108.6266055
P3209070201,SEDONG,2,-6.863154300000001,108.5858906
P3209080201,ASTANA JAPURA,2,-6.8015273,108.6147858
P3209080202,SIDAMULYA,2,-6.818657,108.6131093
P3209081101,PANGENAN,1,-6.8294377,108.7755386
P3209090201,MUNDU,2,-6.7700479,108.5941809
P3209100101,BEBER,1,-6.7630782,108.5298891
P3209101201,KAMARANG,2,-6.7406403,108.5520124
P3209111201,TALUN,2,-6.7529306,108.5185672
P3209111202,CIPERNA,2,-6.7722493,108.525539
P3209120201,SUMBER,2,-6.75963,108.4858717
P3209120202,WATU BELAH,2,-6.733702999999999,108.496734
P3209120203,SENDANG,2,-6.759453799999999,108.4970469
P3209121101,DUKU PUNTANG,1,-6.7743633,108.4103749
P3209121202,SINDANG JAWA,2,-6.764551,108.4472635
P3209130101,PALIMANAN,1,-6.7073372,108.4527116
P3209130202,KEPUH,2,-6.7651766,108.4162997
P3209140101,PLUMBON,1,-6.702095,108.47586
P3209140202,LURAH,2,-6.7249395,108.4626675
P3209141201,WARUROYOM,2,-6.7321594,108.4977239
P3209150201,KARANGSARI,2,-6.722231,108.498224
P3209151201,PANGKALAN,2,-6.6995111,108.4947534
P3209151202,PLERED,2,-6.7048412,108.5031945
P3209161201,ASTAPADA,2,-6.742276,108.498916
P3209162201,KEDAWUNG,2,-6.7093992,108.528562
P3209171201,GUNUNG JATI,2,-6.648697299999999,108.5312828
P3209171202,MAYUNG,2,-6.650635299999999,108.5295095
P3209180201,KEDATON,2,-6.6107407,108.5201618
P3209181101,SURANENGGALA,1,-6.6107407,108.5201618
P3209190201,KLANGENAN,2,-6.7105403,108.4410964
P3209190202,JEMARAS,2,-6.707294999999999,108.4434847
P3209191201,WANGUN HARJA,2,-6.664910099999999,108.4875131
P3209200201,TEGAL GUBUG,2,-6.6261059,108.3844216
P3209201201,PANGURAGAN,2,-6.6435016,108.4220445
P3209210201,CIWARINGIN,2,-6.655950400000001,108.3985153
P3209211201,WINONG,2,-6.6795196,108.4127686
P3209211202,GEMPOL,2,-6.699853399999999,108.4032974
P3209220201,SUSUKAN,2,-6.641150100000001,108.3937862
P3209220202,BUNDER,2,-6.614948399999999,108.3652973
P3209230201,GEGESIK,2,-6.6382774,108.4386323
P3209230202,JAGAPURA,2,-6.5259371,108.4316749
P3209231201,KALIWEDI,2,-6.601681,108.4202388
P3210010201,LEMAHSUGIH,2,-6.9955749,108.193271
P3210010202,MARGAJAYA,2,-6.9955749,108.193271
P3210020101,BANTARUJEG,1,-6.9559114,108.2361922
P3210021201,MALAUSMA,2,-7.039717599999999,108.2466488
P3210030101,CIKIJING,1,-7.0001709,108.3356312
P3210031201,CINGAMBUL,2,-7.0457033,108.3534306
P3210040101,TALAGA,1,-6.9842483,108.3163497
P3210041201,BANJARAN,2,-6.9638246,108.3133834
P3210050201,ARGAPURA,2,-6.9094641,108.3252487
P3210060101,MAJA,1,-6.889882999999999,108.3015185
P3210070201,MAJALENGKA,2,-6.8360353,108.2362691
P3210070202,MUNJUL,2,-6.836195500000001,108.1992015
P3210080201,CIGASONG,2,-6.8089561,108.2407175
P3210090201,SUKAHAJI,2,-6.8227132,108.2822389
P3210090202,SALAGEDANG,2,-6.8010676,108.3119002
P3210091201,SINDANG,2,-6.8364632,108.3237655
P3210100101,RAJAGALUH,1,-6.7552071,108.4373677
P3210110201,SINDANGWANGI,2,-6.7860765,108.3768723
P3210120201,LEUWIMUNDING,2,-6.724145,108.3489807
P3210130201,WARINGIN,2,-6.753235699999999,108.291137
P3210140101,JATIWANGI,1,-6.7282675,108.2493351
P3210140202,LOJI,2,-6.7205476,108.2763069
P3210150201,BALIDA,2,-6.7479568,108.2288552
P3210151201,KASOKANDEL,2,-6.7557677,108.2101671
P3210160201,PANYINGKIRAN,2,-6.8010033,108.1814105
P3210170201,KADIPATEN,2,-6.7770651,108.1710329
P3210180201,KERTAJATI,2,-6.6387947,108.1399022
P3210180202,SUKAMULYA,2,-6.6387947,108.1399022
P3210190101,JATITUJUH,1,-6.6450618,108.2384393
P3210190202,PANONGAN,2,-6.6714439,108.2229243
P3210200101,LIGUNG,1,-6.669187,108.2822389
P3210210101,SUMBERJAYA,1,-6.713609700000001,108.3237655
P3211010101,JATINANGOR,1,-6.9323552,107.7777643
P3211020201,CIMANGGUNG,2,-6.9557587,107.8243463
P3211030101,TANJUNG SARI,1,-6.9144367,107.6994477
P3211030202,MARGAJAYA,2,-6.9065198,107.8092807
P3211031201,SUKASARI,2,-6.8852594,107.5780992
P3211032201,HAURNGOMBONG,2,-6.9036356,107.8284656
P3211032202,PAMULIHAN,2,-6.8762533,107.8258075
P3211040201,RANCA KALONG,2,-6.924948,107.7840621
P3211050201,SUMEDANG SELATAN,2,-6.8666126,107.8898512
P3211050202,SUKAGALIH,2,-6.8675985,107.9338838
P3211060201,KOTA KALER,2,-6.8448398,107.926847
P3211060202,SITU,2,-6.836178899999999,107.9232438
P3211061201,GANEAS,2,-6.846198100000001,107.9726913
P3211070201,SITURAJA,2,-6.8397305,108.0184361
P3211071201,CISITU,2,-6.872957299999999,108.0450467
P3211080101,DARMA RAJA,1,-6.9223987,108.0613479
P3211090201,CIBUGEL,2,-6.9666885,108.0386818
P3211100201,WADO,2,-6.9595662,108.0827423
P3211101201,JATINUNGGAL,2,-6.9498153,108.1315094
P3211111201,JATIGEDE,2,-6.834033799999999,108.1024642
P3211120101,TOMO,1,-6.7603293,108.1394158
P3211130201,UJUNGJAYA,2,-6.7640047,108.1298628
P3211140101,CONGGEANG,1,-6.7358731,108.0065173
P3211150201,PASEH,2,-6.8074135,107.9893286
P3211160201,CIMALAKA,2,-6.7867228,107.9301246
P3211161201,CISARUA,2,-6.824874299999999,107.9658257
P3211170101,SUKAMANTRI,1,-6.847813599999999,107.927653
P3211170202,TANJUNG KERTA,2,-6.7349643,107.8968943
P3211171201,TANJUNGMEDAR,2,-6.7626114,107.8435776
P3211180201,BUAH DUA,2,-6.6988305,107.9515445
P3211180202,HARIANG,2,-6.70377,107.9087438
P3211181201,SURIAN,2,-6.632833499999999,107.8630457
P3212010101,HAUR GEULIS,1,-6.4990285,107.9828138
P3212010202,CIPANCUH,2,-6.4580839,107.9410991
P3212010203,WANAKAYA,2,-6.4884966,107.8479948
P3212011201,GANTAR,2,-6.4990285,107.9828138
P3212020201,KROYA,2,-6.4894208,108.0649098
P3212020202,TEMIYANG,2,-6.4386017,108.0281887
P3212030201,GABUS WETAN,2,-6.4450091,108.0370302
P3212030202,DRUNTEN WETAN,2,-6.4046531,108.0539382
P3212040201,CIKEDUNG,2,-6.5012897,108.1757225
P3212041101,TERISI,1,-6.4809654,108.1483459
P3212050201,LELEA,2,-6.466834800000001,108.2347863
P3212050202,TUGU,2,-6.512172,108.2138852
P3212060201,BANGO DUA,2,-6.5003106,108.2941031
P3212061201,TUKDANA,2,-6.530122,108.2807559
P3212070101,WIDASARI,1,-6.5188837,108.3488102
P3212080201,KERTA SEMAYA,2,-6.5188837,108.3488102
P3212081101,SUKAGUMIWANG,1,-6.570590399999999,108.3237655
P3212090201,KRANGKENG,2,-6.4641461,108.4570219
P3212090202,KEDUNGWUNGU,2,-6.5096712,108.4551446
P3212100201,KARANG AMPEL,2,-6.458029300000001,108.4721169
P3212100202,KAPLONGAN,2,-6.4802548,108.4542067
P3212101101,KERTICALA,1,-6.5615269,108.2801341
P3212101202,KEDOKAN BUNDER,2,-6.5130764,108.4269985
P3212110201,JUNTI NYUAT,2,-6.4282966,108.4238737
P3212110202,PONDOH,2,-6.4301473,108.4009001
P3212120201,SLIYEG,2,-6.4443076,108.3592849
P3212120202,TAMBI,2,-6.4832594,108.3415642
P3212130201,JATI BARANG,2,-6.4721563,108.3025764
P3212130202,JATISAWIT,2,-6.4270377,108.2990646
P3212140201,BALONGAN,2,-6.3703721,108.3920024
P3212150201,MARGADADI,2,-6.323572,108.3266624
P3212150202,PLUMBON,2,-6.3750348,108.3158182
P3212160201,SINDANG,2,-6.3540131,108.29262
P3212160202,BABADAN,2,-6.3134412,108.3188732
P3212161201,CANTIGI,2,-6.3345013,108.2347863
P3212162201,PASEKAN,2,-6.3031795,108.329835
P3212170201,LOH BENER,2,-6.4075257,108.2390755
P3212170202,KIAJARAN WETAN,2,-6.5188837,108.3488102
P3212171101,CIDEMPET,1,-6.354411199999999,108.2466488
P3212180201,LOSARANG,2,-6.5188837,108.3488102
P3212180202,CEMARA,2,-6.334909499999999,108.1864229
P3212190101,KANDANG HAUR,1,-6.3454434,108.099035
P3212190202,KERTAWINANGUN,2,-6.3160767,108.0592852
P3212200101,BONGAS,1,-6.3734069,108.0361196
P3212200202,SIDAMULYA,2,-6.3535453,108.0515022
P3212210201,ANJATAN,2,-6.33898,107.9679983
P3212210202,BUGIS,2,-6.380995899999999,107.9324442
P3212220101,SUKRA,1,-6.3117622,107.9434923
P3212221201,PATROL,2,-6.3123759,107.9844414
P3213010201,SARANGPANJANG,2,-6.6678194,107.6458192
P3213010202,SAGALA HERANG,2,-6.704429999999999,107.69198
P3213020101,JALAN CAGAK,1,-6.6731446,107.6984879
P3213020202,PALASARI,2,-6.722630499999999,107.6777669
P3213020203,KASOMALANG,2,-6.6731446,107.6984879
P3213030101,CISALAK,1,-6.713983100000001,107.772504
P3213040201,TANJUNGSIANG,2,-6.7440925,107.7902707
P3213050201,TANJUNGWANGI,2,-6.608652699999999,107.7329538
P3213050202,CIRANGKONG,2,-6.6490079,107.7492248
P3213050203,CIPUNAGARA,2,-6.608652699999999,107.7329538
P3213060101,CIBOGO,1,-6.5537207,107.8139614
P3213070201,SUKARAHAYU,2,-6.559852999999999,107.7889416
P3213080201,KALIJATI,2,-6.5095097,107.6765038
P3213080202,RAWALELE,2,-6.540701599999999,107.7155871
P3213090101,CIPEUNDEUY,1,-6.5225298,107.6156133
P3213100101,PABUARAN,1,-6.4127488,107.5845832
P3213100202,PRINGKASAP,2,-6.4225451,107.6244915
P3213110201,PATOKBEUSI,2,-6.3778446,107.5889804
P3213110102,RANCABANGO,1,-6.377384699999999,107.6748069
P3213120201,PURWADADI,2,-6.4075848,107.6866471
P3213130201,CIKAUM,2,-6.4327227,107.8437076
P3213140101,PAGADEN,1,-6.3804502,107.8795576
P3213140202,PEGADEN BARAT,2,-6.457920800000001,107.7784261
P3213140203,GUNUNGSEMBUNG,2,-6.4555587,107.8129773
P3213160201,COMPRENG,2,-6.3004846,107.8700122
P3213160202,JATIREJA,2,-6.408178599999999,107.8850453
P3213170101,BINONG,1,-6.428503,107.8151788
P3213170202,TAMBAK DAHAN,2,-6.3519782,107.8169229
P3213170203,CIKALAPA,2,-6.399999999999999,107.783333
P3213171201,MARIUK,2,-6.3151813,107.8112263
P3213180101,MANDALA WANGI,1,-6.339792,107.6647438
P3213180202,CIASEM,2,-6.3490015,107.6591923
P3213180203,JATIBARU,2,-6.3447055,107.7340132
P3213190101,PAMANUKAN,1,-6.288783200000001,107.8205786
P3213190202,BATANGSARI,2,-6.2837306,107.8133983
P3213200101,PUSAKA NAGARA,1,-6.284548300000001,107.874673
P3213200202,KARANGANYAR,2,-6.284548300000001,107.874673
P3213210201,LEGONKULON,2,-6.2403799,107.8050772
P3213220201,BLANAKAN,2,-6.2746615,107.6623384
P3213220202,CILAMAYA GIRANG,2,-6.2703498,107.6008169
P3214010201,JATILUHUR,2,-6.5439174,107.4219496
P3214010202,KONCARA,2,-6.5439645,107.4407495
P3214011201,SUKASARI,2,-6.5343375,107.2964568
P3214020201,MANIIS,2,-6.7017816,107.3162941
P3214030201,TEGALWARU,2,-6.6370023,107.3523607
P3214040201,PLERED,2,-6.6425597,107.3889906
P3214050201,SUKATANI,2,-6.5983495,107.4220203
P3214060201,DARANGDAN,2,-6.6668991,107.4193276
P3214070201,BOJONG,2,-6.951857,109.601018
P3214080101,WANAYASA,1,-6.100025599999999,106.9424753
P3214081201,KIARAPEDES,2,-6.6453276,107.5744261
P3214090201,PASAWAHAN,2,-6.575935299999999,107.4824751
P3214091201,PONDOKSALAM,2,-6.6113555,107.4924379
P3214100201,MUNJUL JAYA,2,-6.5380327,107.4536262
P3214100202,PURWAKARTA,2,-6.5624379,107.4492971
P3214101201,MULYAMEKAR,2,-6.493351499999999,107.4024947
P3214101202,MARACANG,2,-6.518828699999999,107.4318714
P3214110201,CAMPAKA,2,-6.504933100000001,107.4880231
P3214111101,CIBATU,1,-6.5015167,107.5341781
P3214112201,BUNGURSARI,2,-6.4781114,107.4799717
P3215010201,PANGKALAN,2,-6.4668949,107.2341324
P3215011101,LOJI,1,-6.5382044,107.2459527
P3215020201,CIAMPEL,2,-6.4290116,107.3671431
P3215031201,TELUK JAMBE,2,-6.3255553,107.280025
P3215031202,WADAS,2,-6.3287335,107.2786876
P3215032102,WANAKERTA,1,-6.375206899999999,107.2223127
P3215040101,ANGGADITA/KLARI,1,-6.3602824,107.3723159
P3215040202,CURUG,2,-6.4361675,107.3819264
P3215040203,ANGGADITA,2,-6.350918,107.3346229
P3215050101,CIKAMPEK,1,-6.3879027,107.4469829
P3215051201,PURWASARI,2,-6.3942441,107.4114955
P3215060201,TIRTA MULYA,2,-6.3413331,107.4647284
P3215070101,JATI SARI,1,-6.3645974,107.5298055
P3215070202,PACING,2,-6.3312464,107.5165079
P3215071201,CICINDE,2,-6.3329539,107.5593913
P3215071202,GEMPOL,2,-6.297054399999999,107.5653089
P3215072201,KOTA BARU,2,-6.3983417,107.4795013
P3215072202,JOMIN,2,-6.4120033,107.488391
P3215072203,CIKAMPEK UTARA,2,-6.3886141,107.4632496
P3215081101,CILAMAYA,1,-6.225326,107.5771444
P3215081202,SUKATANI,2,-6.2312258,107.5534739
P3215082201,PASIR RUKEM,2,-6.216555,107.5357224
P3215082202,BAYUR LOR,2,-6.2579937,107.5322445
P3215090201,LEMAHABANG,2,-6.292911,107.4506
P3215100201,TALAGASARI,2,-6.2639878,107.4144526
P3215111201,MAJALAYA,2,-6.3039567,107.3641866
P3215112201,PLAWAD,2,-6.2917043,107.3470662
P3215112202,ADIARSA,2,-6.3208841,107.3168864
P3215113201,KARAWANG KULON,2,-6.3083526,107.3065582
P3215113202,KARAWANG KOTA,2,-6.267597800000001,107.3080186
P3215113203,TUNGGAK JATI,2,-6.2404416,107.281417
P3215113204,NAGASARI,2,-6.2851545,107.3168864
P3215113205,TANJUNGPURA,2,-6.286156600000001,107.2873282
P3215120201,RAWAMERTA,2,-6.242750399999999,107.3641866
P3215120202,BALONGSARI,2,-6.2388496,107.3287106
P3215130101,TEMPURAN,1,-6.1945008,107.4351532
P3215130202,LEMAH DUHUR,2,-6.215871099999999,107.4055814
P3215140101,KUTAWALUYA,1,-6.1822005,107.346448
P3215140202,KUTAMUKTI,2,-6.1465594,107.346448
P3215150101,RENGASDENGKLOK,1,-6.156171899999999,107.299415
P3215150203,KALANGSARI,2,-6.2194518,107.2991511
P3215151201,JAYAKERTA,2,-6.1273773,107.3109745
P3215151102,MEDANGASEM,1,-6.1049669,107.2961953
P3215160101,PEDES,1,-6.0822866,107.3671431
P3215160202,SUNGAI BUNTU,2,-6.056389999999999,107.402603
P3215161201,KERTAMUKTI,2,-6.1340197,107.4174097
P3215170201,CIBUAYA,2,-6.0224668,107.3316667
P3215180101,TIRTAJAYA,1,-6.053208499999999,107.2459527
P3215190101,BATUJAYA,1,-6.0394905,107.1986748
P3215200201,PAKISJAYA,2,-5.9916971,107.1041465
P3216010201,SETU  I,2,-6.328173,107.0512121
P3216010202,SETU   II,2,-6.3664869,107.0273695
P3216021201,SIRNAJAYA,2,-6.404215300000001,107.1218678
P3216022201,SUKADAMI,2,-6.366047699999999,107.1158321
P3216022202,CIBATU,2,-6.3264635,107.1575491
P3216023201,SUKAMAHI,2,-6.370251499999999,107.1825246
P3216030101,CIBARUSAH,1,-6.4363452,107.0805202
P3216031201,KARANG MULYA,2,-6.4560606,107.178027
P3216041201,LEMAH ABANG,2,-6.296512099999999,107.2075388
P3216041202,CIPAYUNG,2,-6.3269875,107.2150586
P3216050101,KEDUNG WARINGIN,1,-6.2602554,107.2251798
P3216050202,KARANG SAMBUNG,2,-6.2601833,107.2252675
P3216062201,KARANG BAHAGIA,2,-6.20811,107.21716
P3216061101,CIKARANG,1,-6.2585934,107.1470724
P3216061102,MEKAR MUKTI,1,-6.2553325,107.145128
P3216070201,WANASARI,2,-6.2601317,107.0840848
P3216070202,SUKAJAYA,2,-6.2408895,107.1479787
P3216071201,DANAU INDAH,2,-6.3137589,107.074614
P3216071202,TELAGA MURNI,2,-6.2607874,107.1162211
P3216081201,TAMBUN,2,-6.2681716,107.062802
P3216081202,MEKARSARI,2,-6.2577614,107.0687079
P3216081203,JATIMULYA,2,-6.2641385,107.0272807
P3216081204,MANGUNJAYA,2,-6.2320483,107.0615308
P3216081205,SUMBER JAYA,2,-6.2403508,107.0692267
P3216081206,LEMBANG SARI,2,-6.2794672,107.0557165
P3216081207,SEETIA MEKAR,2,-6.2476526,107.035827
P3216082101,SRI AMUR,1,-6.176698200000001,107.0509906
P3216082202,KARANG SATRIA,2,-6.233225500000001,107.0425807
P3216090101,BABELAN I,1,-6.1902358,107.0196193
P3216090202,BABELAN II,2,-6.1831663,107.0203126
P3216100101,TARUMA JAYA,1,-6.132354599999999,107.0037509
P3216110201,TAMBELANG,2,-6.1845647,107.1218678
P3216111201,SUKA TENANG,2,-6.109671199999999,107.074614
P3216120101,SUKATANI,1,-6.188100899999999,107.1691308
P3216121201,SUKAINDAH,2,-6.1169666,107.1632224
P3216130201,PEBAYURAN,2,-6.2098513,107.281417
P3216130202,KARANGHARJA,2,-6.108072600000001,107.2016295
P3216140101,CABANG BUNGIN,1,-6.077141,107.1446978
P3216150201,MUARA GEMBONG,2,-5.9848653,107.0436783
P3217010201,RONGGA,2,-7.0100384,107.2873282
P3217020101,GUNUNGHALU,1,-7.024467,107.3135784
P3217030201,SINDANGKERTA,2,-6.9924139,107.4062623
P3217030202,CICANGKANGGIRANG,2,-7.0039941,107.3789697
P3217040101,CILILIN,1,-6.9449214,107.4950026
P3217040202,MUKAPAYUNG,2,-7.0020139,107.4636612
P3217050201,CIHAMPELAS,2,-6.928824499999999,107.4868639
P3217050202,PATARUMAN,2,-6.9526666,107.5236986
P3217060201,CIPONGKOR,2,-6.9346463,107.359194
P3217060202,CITALEM,2,-6.9551334,107.3908441
P3217070201,BATUJAJAR,2,-6.870682899999999,107.5373628
P3217080101,RAJAMANDALA,1,-6.8311511,107.3688177
P3217080202,CIPATAT,2,-6.832729500000001,107.3533627
P3217080203,SUMURBANDUNG,2,-6.7938744,107.4407391
P3217090201,PADALARANG,2,-6.843272199999999,107.4857169
P3217090202,TAGOGAPU,2,-6.8156509,107.4727177
P3217090203,JAYAMEKAR,2,-6.8420913,107.4832062
P3217100201,NGAMPRAH,2,-6.8332276,107.4984436
P3217100202,CIMAREME,2,-6.863410099999999,107.503249
P3217110201,PARONGPONG,2,-6.8803637,107.5653574
P3217110202,CIWARUGA,2,-6.8470207,107.5821811
P3217120201,LEMBANG,2,-6.8171082,107.6218344
P3217120202,CIKOLE,2,-6.808551,107.6499748
P3217120103,JAYAGIRI,1,-6.809660399999999,107.6180551
P3217120204,CIBODAS,2,-6.8710505,107.5955349
P3217130201,CISARUA,2,-6.8201842,107.5565135
P3217130202,PASIRLANGU,2,-6.8022902,107.534862
P3217140101,CIKALONGWETAN,1,-6.7999214,107.4459465
P3217140202,RENDE,2,-6.7353175,107.4026244
P3217150201,CIPEUNDEUY,2,-6.7397743,107.3618202
P3217150202,CIRATA,2,-6.6732185,107.3535186
P3271010101,BOGOR SELATAN,1,-6.6187643,106.808939
P3271010102,CIPAKU,1,-6.6422429,106.8140683
P3271010203,LAWANG GINTUNG,2,-6.626461099999999,106.813413
P3271010204,BONDONGAN,2,-6.6148995,106.8038135
P3271020101,BOGOR TIMUR,1,-6.606637999999999,106.8108645
P3271020202,PULO ARMYN,2,-6.610142,106.8113749
P3271030101,TEGAL GUNDIL,1,-6.5800521,106.8134019
P3271030202,BOGOR UTARA,2,-6.5917672,106.8120341
P3271030203,WARUNG JAMBU,2,-6.5688401,106.8113216
P3271040101,BOGOR TENGAH,1,-6.5929059,106.7945024
P3271040202,SEMPUR,2,-6.5858152,106.7986498
P3271040203,GANG AUT,2,-6.6106625,106.8034091
P3271040204,BELONG,2,-6.606233,106.8028833
P3271040205,MERDEKA,2,-6.5859144,106.7869615
P3271050201,GANG KELOR,2,-6.578961199999999,106.7725313
P3271050102,SEMPLAK,1,-6.5645503,106.7626736
P3271050203,PANCASAN,2,-6.6067561,106.7898697
P3271050204,PASIR MULYA,2,-6.5961855,106.7795969
P3271050205,SINDANG BARANG,2,-6.5621274,106.75611
P3271060101,TANAH SAREAL,1,-6.575902399999999,106.7995488
P3271060202,PONDOK RUMPUT,2,-6.5717585,106.7940991
P3271060203,KAYU MANIS,2,-6.5222256,106.7749188
P3271060104,KEDUNG BADAK,1,-6.564190000000001,106.7898
P3271060205,MEKARWANGI,2,-6.5449831,106.7825465
P3272010201,BAROS,2,-6.969198899999999,106.9488391
P3272011201,LEMBURSITU,2,-6.9586742,106.8936179
P3272011202,CIKUNDUL,2,-6.9615481,106.9083636
P3272012201,CIBEUREM HILIR,2,-6.9285975,106.9461213
P3272012202,LIMUS NUNGGAL,2,-6.9414082,106.9412516
P3272020201,TIPAR,2,-6.9314946,106.932383
P3272020202,GEDONG PANJANG,2,-6.9458723,106.934538
P3272020203,NANGGELENG,2,-6.9338519,106.9349975
P3272030201,BENTENG,2,-6.9262596,106.9151599
P3272030202,PABUARAN,2,-6.930379899999999,106.9201777
P3272030203,SUKAKARYA,2,-6.9183773,106.9060702
P3272040201,CIPELANG,2,-6.9195347,106.9182393
P3272040202,KARANG TENGAH,2,-6.9128718,106.9192979
P3272050201,SELABATU,2,-6.9143613,106.9302368
P3272050202,SUKABUMI,2,-6.9228153,106.9382777
P3273010201,UPT CIBUNTU,2,-6.9257793,107.5735777
P3273010202,CIJERAH,2,-6.9213903,107.5654245
P3273010203,CIGONDEWAH,2,-6.9373138,107.5665744
P3273010204,UPT CARINGIN,2,-6.9456799,107.5835509
P3273020201,SUKAHAJI,2,-6.9334867,107.5836269
P3273020202,CIBOLERANG,2,-6.9505349,107.5731141
P3273030201,SUKA PARKIR,2,-6.922226,107.5890328
P3273030202,UPT CETARIP,2,-6.941870199999999,107.5934673
P3273040201,UPT KOPO,2,-6.94652,107.5890895
P3273050201,UPT PAGARSIH,2,-6.922855999999999,107.5930954
P3273050202,LIO GENTENG,2,-6.9324827,107.6007901
P3273050203,PELINDUNG HEWAN,2,-6.9299008,107.5993373
P3273050204,ASTANA ANYAR,2,-6.9279382,107.6002531
P3273060201,UPT PASUNDAN,2,-6.9274014,107.6090011
P3273060202,MOCH. RAMDAN,2,-6.9373232,107.6091529
P3273060203,PASIR LUYU,2,-6.9512572,107.6214027
P3273070201,UPT TALAGA BODAS,2,-6.9283573,107.6227556
P3273070202,SURYALAYA,2,-6.9451844,107.6222595
P3273070203,CIJAGRA LAMA,2,-6.9471342,107.6327962
P3273070204,CIJAGRA BARU,2,-6.9428414,107.6264215
P3273080201,PASAWAHAN,2,-6.9608357,107.6115569
P3273080202,MENGGER,2,-6.9508425,107.6166558
P3273080203,UPT KUJANG SARI,2,-6.9651889,107.6365477
P3273090201,UPT MARGAHAYU RAYA,2,-6.955666399999999,107.6625757
P3273090202,SEKEJATI,2,-6.946468599999999,107.6615682
P3273100201,DERWATI,2,-6.9642921,107.6822532
P3273100202,UPT CIPAMOKOLAN,2,-6.9437163,107.6765336
P3273100203,UPT RIUNG BANDUNG,2,-6.9454404,107.6848417
P3273101201,CEMPAKA ARUM,2,-6.9583694,107.7079259
P3273110201,CILENGKRANG,2,-6.913842799999999,107.7194563
P3273110202,UPT CIBIRU,2,-6.924293,107.7101601
P3273110203,CIPADUNG,2,-6.9067264,107.731226
P3273110204,PANYILEUKAN,2,-6.9156192,107.7105391
P3273111201,UPT PANGHEGAR,2,-6.9272266,107.6991613
P3273120201,UPT CINAMBO,2,-6.9393309,107.6926235
P3273120202,UPT UJUNG BERUNG IND,2,-6.9110073,107.6986118
P3273130201,UPT ARCAMANIK,2,-6.914866099999999,107.6786162
P3273130202,UPT SINDANG JAYA,2,-6.9032908,107.6803773
P3273130203,RUSUNAWA,2,-6.9294286,107.6764372
P3273141201,UPT GRIYA ANTAPANI,2,-6.9166512,107.6605854
P3273141202,ANTAPANI,2,-6.9137176,107.6635658
P3273141203,JAJAWAY,2,-6.9255089,107.6626111
P3273142201,MANDALA MEKAR,2,-6.8913691,107.6633558
P3273142202,PAMULANG,2,-6.8980007,107.6688048
P3273142203,GIRIMANDE,2,-6.8980007,107.6688048
P3273150201,UPT BABAKANSARI,2,-6.9242615,107.6546323
P3273150202,BABAKAN SURABAYA,2,-6.9153492,107.6474224
P3273160201,AHMAD YANI,2,-6.9162954,107.6341197
P3273160202,GUMURUH,2,-6.9371553,107.6313773
P3273160203,UPT IBRAHIM ADJIE,2,-6.9189965,107.6438674
P3273170201,UPT TAMBLONG,2,-6.9181696,107.61269
P3273170202,BALAI KOTA,2,-6.9116684,107.6097503
P3273180201,BABATAN,2,-6.9185185,107.6011728
P3273180202,UPT GARUDA,2,-6.911396,107.577379
P3273190201,UPT PASIR KALIKI,2,-6.9006199,107.5976959
P3273200201,UPT SALAM,2,-6.9097436,107.6297012
P3273200202,TAMAN SARI,2,-6.8970293,107.6073191
P3273210201,UPT PADASUKA,2,-6.9030647,107.6530921
P3273210202,PASIRLAYUNG,2,-6.8896587,107.6596164
P3273210203,JATIHANDAP,2,-6.9017541,107.6577331
P3273220201,CIKUTRA LAMA,2,-6.891381099999999,107.6272665
P3273220202,UPT NEGLASARI,2,-6.8939497,107.6403156
P3273230201,DAGO,2,-6.876074099999999,107.6187454
P3273230202,UPT PUTER,2,-6.898008600000001,107.6220639
P3273230203,SEKELOA,2,-6.8896606,107.6168515
P3273240201,SUKA WARNA,2,-6.885789,107.5792934
P3273240202,UPT SUKA JADI,2,-6.8923914,107.5922056
P3273240203,KARANG SETRA,2,-6.877777099999999,107.5908711
P3273250201,LEDENG,2,-6.8578157,107.5934306
P3273250202,UPT SUKA RASA,2,-6.8683383,107.5814995
P3273250203,SARIJADI,2,-6.8753899,107.5773609
P3273260201,CIPAKU,2,-6.8627375,107.5998177
P3273260202,UPT CIUMBULEUIT,2,-6.8782834,107.602891
P3274010201,KALITANJUNG,2,-6.7445441,108.541794
P3274010202,LARANGAN,2,-6.7459984,108.5633932
P3274010203,PERUMNAS UTARA,2,-6.7385484,108.5640562
P3274010204,SITOPENG,2,-6.768152499999999,108.548054
P3274010205,KALIJAGA PERMAI,2,-6.757145899999999,108.5594554
P3274020201,KESUNENAN,2,-6.7278055,108.5758288
P3274020202,PEGAMBIRAN,2,-6.7362851,108.5758011
